en_form,domain,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances_in_domain,pct_of_form_in_domain
good,Tech,Appreciation,gut,gut:2,"First , we believe that before people turn over control to an autonomous car , that autonomous car should be at least as good as the very best human drivers .","Erstens glauben wir , dass bevor Menschen die Kontrolle an ein autonomes Auto abgeben , dieses autonome Auto zumindest so gut sein sollte , wie die allerbesten menschlichen Fahrer .",2,4,0.5
great,Tech,Affect,,,,,0,5,0.0
great,Tech,Judgement,,,,,0,5,0.0
great,Tech,Appreciation,"großartig, Großartig, bedeutend, groß","großartig:2, Großartig:1, bedeutend:1, groß:1",And do n't get me wrong -- these carbon markets are great .,Verstehen Sie mich nicht falsch -- die CO2 - Märkte sind groß .,5,5,1.0
important,Tech,Affect,,,,,0,11,0.0
important,Tech,Judgement,wichtig,wichtig:2,"And it 's really important , because there have been dozens of accidents involving nuclear weapons , and I bet most of us have never heard anything about them .","Das Thema ist so wichtig , weil es schon Dutzende von Unfällen mit Atomwaffen gab , und die meisten von uns das nicht mitbekommen haben .",2,11,0.1818
important,Tech,Appreciation,"wichtig, entscheidender, relevant, wichtiger","wichtig:6, entscheidender:1, relevant:1, wichtiger:1","And that 's really important , because high - purity CO2 is easier to liquify , easier to transport , whether it 's in a pipeline or a truck , or even easier to use directly , say , as a fuel or a chemical .","Und das ist wirklich wichtig , denn hochreines CO2 lässt sich leichter verflüssigen , leichter transportieren , entweder mittels Pipeline oder LKW , oder noch einfacher , direkt nutzen , zu dem Beispiel als Treibstoff oder eine Chemikalie .",9,11,0.8182
interested,Tech,Affect,"interessiert, interessierte","interessiert:2, interessierte:1",And I was particularly interested because I wanted to see one of these cables being built .,"Ich war an ihm sehr interessiert , weil ich sehen wollte , wie so ein Kabel verlegt wird .",3,6,0.5
interested,Tech,Judgement,Interesse,Interesse:1,"So if I put them next to each other , they get interested .","Wenn ich sie also nebeneinander lege , weckt das ihr Interesse .",1,6,0.1667
interested,Tech,Appreciation,interessiert,interessiert:2,"So the companies that are developing these technologies are actually interested in taking the CO2 and making something useful out of it , a marketable product .","Also sind die Unternehmen , die diese Technologien entwickeln , daran interessiert , das CO2 zu nehmen und damit etwas Sinnvolles zu machen , also ein vermarktbares Produkt .",2,6,0.3333
interesting,Tech,Affect,,,,,0,5,0.0
interesting,Tech,Judgement,"interessant, besonders interessant","interessant:2, besonders interessant:1","And I started to think , well , maybe it will be interesting , while listening to their sounds , to figure out how these animals generate very fast feeding strikes .","So begann ich zu überlegen , na ja , vielleicht wird es interessant sein , während ich ihren Geräuschen zuhöre , herauszufinden , wie diese Tiere jene sehr schnelle Schläge zu der Nahrungsaufnahme erzeugen .",3,5,0.6
interesting,Tech,Appreciation,interessant,interessant:2,"And this is quite interesting , to find evolutionary origins of visual signals on what 's really , in all species , their spring .","Und es ist recht interessant , evolutionäre Ursprünge von optischen Reizen in etwas zu finden , das , eigentlich bei allen Arten , die Sprungfeder darstellt .",2,5,0.4
more,Tech,Affect,,,,,0,4,0.0
more,Tech,Judgement,,,,,0,4,0.0
more,Tech,Appreciation,mehr,mehr:3,"I told you that nature uses an alphabet of 20 amino acids , and a typical protein is a chain of about 100 amino acids , so the total number of possibilities is 20 times 20 times 20 , 100 times , which is a number on the order of 10 to the 130th power , which is enormously more than the total number of proteins which have existed since life on earth began .","Ich sagte , dass die Natur ein Alphabet aus 20 Aminosäuren nutzt und ein typisches Protein ist eine Kette aus etwa 100 Aminosäuren also ist die Anzahl der Möglichkeiten 20 mal 20 mal 20 , hundert Mal . Das ist eine Zahl in der Größenordnung von etwa 10 hoch 130 , was enorm viel mehr ist als die Anzahl aller Proteine , die existiert haben , seit Leben auf der Erde begann .",4,4,1.0
new,Tech,Affect,,,,,0,4,0.0
new,Tech,Judgement,,,,,0,4,0.0
new,Tech,Appreciation,neu,neu:3,"Now , that 's a pretty bold statement , but if you take nothing else away from this talk , I actually want you to remember that while blockchain technology is relatively new , it 's also a continuation of a very human story , and the story is this .","Das ist eine ziemlich mutige Aussage , doch wenn Sie nichts anderes von dieser Rede mitnehmen , dann möchte ich Sie daran erinnern , die Blockchaintechnologie ist zwar relativ neu , sie ist aber die Fortsetzung einer sehr menschlichen Geschichte und die Geschichte ist folgende :",4,4,1.0
simple,Tech,Affect,,,,,0,5,0.0
simple,Tech,Judgement,einfach,einfach:1,"There are those today that dispute that , and lots of debates about how the mind works , but for me it 's simple :","Heute wird das von vielen bestritten und wie unser Kopf eigentlich funktioniert wird heftig diskutiert , aber für mich ist es ganz einfach :",1,5,0.2
simple,Tech,Appreciation,"einfach, simpel","einfach:2, simpel:2",And this is just very simple -- time is on the X - axis and the force is on the Y - axis .,Das ist nun sehr einfach -- die Zeit ist auf der x- Achse und die Kraft ist auf der y- Achse .,4,5,0.8
wet,Tech,Affect,nass,nass:5,""" Am I going to get wet ?",Werde ich nass ?,5,5,1.0
wet,Tech,Judgement,,,,,0,5,0.0
wet,Tech,Appreciation,,,,,0,5,0.0
